timestamp_et,sequence_type,seconds_elapsed,up_bid,up_ask,up_bid_liq,up_ask_liq,up_last,down_bid,down_ask,down_bid_liq,down_ask_liq,down_last,candle_outcome
2026-04-01 05:55:02,GG,2,0.01,0.99,158.08,3695.8,0.02,0.01,0.99,84.86,15550.49,0.99,UP
2026-04-01 05:55:04,GG,4,0.01,0.99,159.22,3646.3,0.02,0.01,0.99,84.36,15762.64,0.99,UP
2026-04-01 05:55:05,GG,5,0.01,0.99,159.12,3621.8,0.02,0.01,0.99,83.86,15722.0,0.99,UP
2026-04-01 05:55:07,GG,7,0.01,0.99,158.88,3621.8,0.02,0.01,0.99,83.86,15457.06,0.99,UP
2026-04-01 05:55:08,GG,8,0.01,0.99,157.78,3621.8,0.01,0.01,0.99,83.86,15620.41,0.99,UP
2026-04-01 05:55:10,GG,10,0.01,0.99,156.81,3621.8,0.01,0.01,0.99,83.86,16462.06,0.99,UP
2026-04-01 05:55:11,GG,11,0.01,0.99,166.28,3621.8,0.01,0.01,0.99,83.86,16363.08,0.99,UP
2026-04-01 05:55:13,GG,13,0.01,0.99,145.33,3621.8,0.01,0.01,0.99,83.86,14382.81,0.99,UP
2026-04-01 05:55:14,GG,14,0.01,0.99,143.66,3621.8,0.02,0.01,0.99,83.86,14221.35,0.99,UP
2026-04-01 05:55:16,GG,16,0.01,0.99,139.58,3621.8,0.02,0.01,0.99,83.86,13813.41,0.99,UP
2026-04-01 05:55:18,GG,18,0.01,0.99,139.35,3621.8,0.02,0.01,0.99,83.86,14189.02,0.99,UP
2026-04-01 05:55:19,GG,19,0.01,0.99,141.37,3621.8,0.02,0.01,0.99,83.86,14094.22,0.99,UP
2026-04-01 05:55:21,GG,21,0.01,0.99,141.16,3621.8,0.02,0.01,0.99,83.86,14023.94,0.99,UP
2026-04-01 05:55:22,GG,22,0.01,0.99,142.66,3621.8,0.02,0.01,0.99,83.86,14044.68,0.99,UP
2026-04-01 05:55:24,GG,24,0.01,0.99,142.97,3621.8,0.02,0.01,0.99,83.86,12091.39,0.99,UP
2026-04-01 05:55:25,GG,25,0.01,0.99,122.17,3621.8,0.02,0.01,0.99,83.86,12089.41,0.99,UP
2026-04-01 05:55:27,GG,27,0.01,0.99,122.12,3621.8,0.02,0.01,0.99,83.86,12089.41,0.99,UP
2026-04-01 05:55:28,GG,28,0.01,0.99,121.19,3621.8,0.02,0.01,0.99,83.86,11997.36,0.99,UP
2026-04-01 05:55:30,GG,30,0.01,0.99,121.03,3621.8,0.02,0.01,0.99,83.86,12080.5,0.99,UP
2026-04-01 05:55:32,GG,32,0.001,0.999,118.44,3142.42,0.02,0.001,0.999,60.44,11671.37,0.99,UP
2026-04-01 05:55:33,GG,33,0.001,0.999,104.96,3141.71,0.02,0.001,0.999,41.45,12663.23,0.99,UP
2026-04-01 05:55:35,GG,35,0.001,0.999,110.83,8136.71,0.02,0.001,0.999,46.45,17323.3,0.99,UP
2026-04-01 05:55:36,GG,36,0.001,0.999,107.55,8136.71,0.02,0.001,0.999,46.45,17611.37,0.99,UP
2026-04-01 05:55:38,GG,38,0.001,0.999,111.17,8136.71,0.02,0.001,0.999,46.45,17591.57,0.99,UP
2026-04-01 05:55:39,GG,39,0.001,0.999,111.12,8136.71,0.014,0.001,0.999,46.45,17591.57,0.989,UP
2026-04-01 05:55:41,GG,41,0.001,0.999,109.9,8386.46,0.014,0.001,0.999,46.7,17779.77,0.99,UP
2026-04-01 05:55:42,GG,42,0.001,0.999,112.59,8386.46,0.014,0.001,0.999,46.7,17961.95,0.989,UP
2026-04-01 05:55:44,GG,44,0.001,0.999,113.55,8386.46,0.014,0.001,0.999,46.7,17957.99,0.99,UP
2026-04-01 05:55:45,GG,45,0.001,0.999,122.7,8386.46,0.02,0.001,0.999,46.7,18984.41,0.99,UP
2026-04-01 05:55:47,GG,47,0.001,0.999,123.5,8386.46,0.02,0.001,0.999,46.7,19063.59,0.99,UP
2026-04-01 05:55:49,GG,49,0.001,0.999,123.3,8386.46,0.02,0.001,0.999,46.7,19063.59,0.99,UP
2026-04-01 05:55:50,GG,50,0.001,0.999,124.91,8386.46,0.02,0.001,0.999,46.7,18830.45,0.98,UP
2026-04-01 05:55:52,GG,52,0.001,0.999,119.94,8386.46,0.02,0.001,0.999,46.7,18830.45,0.98,UP
2026-04-01 05:55:53,GG,53,0.001,0.999,123.52,8386.46,0.02,0.001,0.999,46.7,19085.25,0.99,UP
2026-04-01 05:55:55,GG,55,0.001,0.999,123.55,8386.46,0.02,0.001,0.999,46.7,18985.24,0.99,UP
2026-04-01 05:55:56,GG,56,0.001,0.999,124.05,8386.46,0.02,0.001,0.999,46.7,20038.28,0.99,UP
2026-04-01 05:55:58,GG,58,0.001,0.999,121.37,8396.45,0.02,0.001,0.999,46.71,19786.91,0.99,UP
2026-04-01 05:55:59,GG,59,0.001,0.999,111.47,8396.45,0.02,0.001,0.999,46.71,18801.86,0.99,UP
2026-04-01 05:56:01,GG,61,0.001,0.999,110.24,8396.45,0.02,0.001,0.999,46.71,18680.46,0.99,UP
2026-04-01 05:56:03,GG,63,0.001,0.999,111.09,8396.45,0.02,0.001,0.999,46.71,18764.61,0.99,UP
2026-04-01 05:56:04,GG,64,0.001,0.999,104.15,8396.45,0.02,0.001,0.999,46.71,17943.6,0.99,UP
2026-04-01 05:56:06,GG,66,0.001,0.999,94.31,8396.45,0.013,0.001,0.999,46.71,17102.68,0.99,UP
2026-04-01 05:56:07,GG,67,0.001,0.999,94.26,8396.45,0.013,0.001,0.999,46.71,17127.43,0.99,UP
2026-04-01 05:56:09,GG,69,0.001,0.999,94.34,8396.45,0.013,0.001,0.999,46.71,17005.62,0.99,UP
2026-04-01 05:56:10,GG,70,0.001,0.999,93.08,8396.45,0.013,0.001,0.999,46.71,16984.71,0.99,UP
2026-04-01 05:56:12,GG,72,0.001,0.999,91.06,8396.45,0.013,0.001,0.999,46.71,16469.58,0.99,UP
