timestamp_et,sequence_type,seconds_elapsed,up_bid,up_ask,up_bid_liq,up_ask_liq,up_last,down_bid,down_ask,down_bid_liq,down_ask_liq,down_last,candle_outcome
2026-04-01 07:55:02,GG,2,0.01,0.99,174.72,4591.76,0.08,0.01,0.99,119.32,6375.93,0.94,PENDING
2026-04-01 07:55:04,GG,4,0.01,0.99,171.42,4591.76,0.07,0.01,0.99,119.32,6203.93,0.94,PENDING
2026-04-01 07:55:05,GG,5,0.01,0.99,159.47,4591.76,0.07,0.01,0.99,119.32,6216.18,0.94,PENDING
2026-04-01 07:55:07,GG,7,0.01,0.99,174.96,4591.76,0.07,0.01,0.99,119.32,5971.5,0.94,PENDING
2026-04-01 07:55:08,GG,8,0.01,0.99,170.8,4591.76,0.07,0.01,0.99,119.32,6101.84,0.94,PENDING
2026-04-01 07:55:10,GG,10,0.01,0.99,194.77,4517.76,0.07,0.01,0.99,118.32,6829.43,0.94,PENDING
2026-04-01 07:55:11,GG,11,0.01,0.99,193.43,4517.76,0.07,0.01,0.99,118.32,6902.02,0.94,PENDING
2026-04-01 07:55:13,GG,13,0.01,0.99,188.73,4517.76,0.07,0.01,0.99,118.32,6654.39,0.95,PENDING
2026-04-01 07:55:15,GG,15,0.01,0.99,190.33,4517.76,0.07,0.01,0.99,118.32,6902.66,0.95,PENDING
2026-04-01 07:55:16,GG,16,0.01,0.99,186.94,4517.76,0.07,0.01,0.99,118.32,6828.23,0.95,PENDING
2026-04-01 07:55:18,GG,18,0.01,0.99,182.96,4517.76,0.07,0.01,0.99,118.32,6587.46,0.95,PENDING
2026-04-01 07:55:19,GG,19,0.01,0.99,159.84,4517.76,0.07,0.01,0.99,118.32,6287.09,0.95,PENDING
2026-04-01 07:55:21,GG,21,0.01,0.99,147.98,4517.76,0.07,0.01,0.99,118.32,6177.11,0.95,PENDING
2026-04-01 07:55:23,GG,23,0.01,0.99,141.62,4517.76,0.07,0.01,0.99,118.32,6067.42,0.95,PENDING
2026-04-01 07:55:24,GG,24,0.01,0.99,142.1,4517.76,0.06,0.01,0.99,118.32,6076.67,0.95,PENDING
2026-04-01 07:55:26,GG,26,0.01,0.99,141.87,4517.76,0.06,0.01,0.99,118.32,6175.28,0.95,PENDING
2026-04-01 07:55:27,GG,27,0.01,0.99,143.04,4517.76,0.06,0.01,0.99,118.32,6251.46,0.95,PENDING
2026-04-01 07:55:29,GG,29,0.01,0.99,140.01,4517.76,0.06,0.01,0.99,118.32,6202.91,0.95,PENDING
2026-04-01 07:55:30,GG,30,0.01,0.99,129.48,4194.75,0.06,0.01,0.99,108.33,5865.53,0.95,PENDING
2026-04-01 07:55:32,GG,32,0.01,0.99,123.8,4194.75,0.06,0.01,0.99,108.33,5671.58,0.95,PENDING
2026-04-01 07:55:34,GG,34,0.01,0.99,87.29,4194.75,0.04,0.01,0.99,108.33,4921.62,0.95,PENDING
2026-04-01 07:55:35,GG,35,0.01,0.99,82.66,4194.75,0.04,0.01,0.99,108.33,4693.34,0.97,PENDING
2026-04-01 07:55:37,GG,37,0.01,0.99,83.98,4185.15,0.04,0.01,0.99,107.93,4843.35,0.97,PENDING
2026-04-01 07:55:38,GG,38,0.01,0.99,80.81,4185.15,0.04,0.01,0.99,107.93,4689.02,0.97,PENDING
2026-04-01 07:55:40,GG,40,0.01,0.99,73.29,4175.45,0.04,0.01,0.99,107.63,4442.28,0.97,PENDING
2026-04-01 07:55:41,GG,41,0.01,0.99,71.68,4175.45,0.04,0.01,0.99,107.63,4489.68,0.97,PENDING
2026-04-01 07:55:43,GG,43,0.01,0.99,71.19,4175.45,0.04,0.01,0.99,107.63,4393.06,0.97,PENDING
2026-04-01 07:55:45,GG,45,0.01,0.99,72.47,4175.45,0.04,0.01,0.99,107.63,4485.9,0.97,PENDING
2026-04-01 07:55:46,GG,46,0.01,0.99,46.77,4170.5,0.03,0.01,0.99,107.58,3530.34,0.97,PENDING
2026-04-01 07:55:48,GG,48,0.01,0.99,54.59,4170.5,0.03,0.01,0.99,107.58,3850.98,0.97,PENDING
2026-04-01 07:55:49,GG,49,0.01,0.99,59.89,4170.5,0.03,0.01,0.99,107.58,3958.22,0.97,PENDING
