timestamp_et,sequence_type,seconds_elapsed,up_ask,up_liq_$,down_ask,down_liq_$,candle_outcome
2026-03-31 10:43:31,RR,211,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:33,RR,213,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:34,RR,214,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:35,RR,215,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:37,RR,217,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:38,RR,218,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:39,RR,219,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:40,RR,220,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:42,RR,222,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:43,RR,223,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:44,RR,224,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:45,RR,225,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:47,RR,227,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:48,RR,228,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:49,RR,229,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:51,RR,231,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:52,RR,232,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:53,RR,233,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:54,RR,234,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:56,RR,236,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:57,RR,237,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:58,RR,238,0.0,0,0.999,9486.64,DOWN
2026-03-31 10:43:59,RR,239,0.0,0,0.999,9289.64,DOWN
