timestamp_et,sequence_type,seconds_elapsed,up_ask,up_liq_$,down_ask,down_liq_$,candle_outcome
2026-03-31 07:40:47,GG,47,0.99,5590.42,0.99,2561.13,UP
2026-03-31 07:40:49,GG,49,0.99,5590.42,0.99,2624.04,UP
2026-03-31 07:40:50,GG,50,0.99,5590.42,0.99,2775.63,UP
2026-03-31 07:40:51,GG,51,0.99,5590.42,0.99,2800.23,UP
2026-03-31 07:40:53,GG,53,0.99,5590.42,0.99,2458.34,UP
2026-03-31 07:40:54,GG,54,0.99,5590.42,0.99,2651.39,UP
2026-03-31 07:40:55,GG,55,0.99,5590.42,0.99,3699.39,UP
2026-03-31 07:40:56,GG,56,0.99,5590.42,0.99,3691.13,UP
2026-03-31 07:40:58,GG,58,0.99,5590.42,0.99,3991.1,UP
2026-03-31 07:40:59,GG,59,0.99,5590.42,0.99,4078.28,UP
2026-03-31 07:41:00,GG,60,0.99,5590.42,0.99,4047.17,UP
2026-03-31 07:41:01,GG,61,0.99,5590.42,0.99,4048.03,UP
2026-03-31 07:41:03,GG,63,0.99,5590.42,0.99,3914.54,UP
2026-03-31 07:41:04,GG,64,0.99,5590.42,0.99,3951.32,UP
2026-03-31 07:41:05,GG,65,0.99,5590.42,0.99,3960.7,UP
2026-03-31 07:41:06,GG,66,0.99,5343.42,0.99,4735.28,UP
2026-03-31 07:41:08,GG,68,0.99,5343.42,0.99,4512.12,UP
2026-03-31 07:41:09,GG,69,0.99,4353.42,0.99,4583.09,UP
2026-03-31 07:41:10,GG,70,0.99,4358.37,0.99,4885.07,UP
2026-03-31 07:41:12,GG,72,0.99,4353.42,0.99,3921.4,UP
2026-03-31 07:41:13,GG,73,0.99,4353.42,0.99,4362.75,UP
2026-03-31 07:41:14,GG,74,0.99,4353.42,0.99,4339.55,UP
2026-03-31 07:41:15,GG,75,0.99,4353.42,0.99,4297.41,UP
2026-03-31 07:41:17,GG,77,0.99,4353.42,0.99,4086.66,UP
2026-03-31 07:41:18,GG,78,0.99,4353.42,0.99,3874.84,UP
2026-03-31 07:41:19,GG,79,0.99,4353.42,0.99,3611.35,UP
2026-03-31 07:41:20,GG,80,0.99,4324.62,0.99,3572.41,UP
2026-03-31 07:41:22,GG,82,0.99,4324.62,0.99,3823.67,UP
2026-03-31 07:41:23,GG,83,0.99,4324.62,0.99,3801.74,UP
2026-03-31 07:41:24,GG,84,0.99,4324.62,0.99,3782.39,UP
2026-03-31 07:41:25,GG,85,0.99,4324.62,0.99,3878.39,UP
2026-03-31 07:41:27,GG,87,0.99,4324.62,0.99,3787.34,UP
2026-03-31 07:41:28,GG,88,0.99,4324.62,0.99,3600.95,UP
2026-03-31 07:41:29,GG,89,0.99,4324.62,0.99,3472.65,UP
2026-03-31 07:41:30,GG,90,0.99,4324.62,0.99,3662.65,UP
2026-03-31 07:41:32,GG,92,0.99,4324.62,0.99,3653.05,UP
2026-03-31 07:41:33,GG,93,0.99,4324.62,0.99,3667.6,UP
2026-03-31 07:41:34,GG,94,0.99,4448.12,0.99,3511.09,UP
2026-03-31 07:41:36,GG,96,0.99,4448.12,0.99,3600.49,UP
2026-03-31 07:41:37,GG,97,0.99,4448.12,0.99,4204.36,UP
2026-03-31 07:41:38,GG,98,0.99,4448.12,0.99,3425.54,UP
2026-03-31 07:41:39,GG,99,0.99,4448.12,0.99,3635.19,UP
2026-03-31 07:41:41,GG,101,0.99,4448.12,0.99,3659.04,UP
2026-03-31 07:41:42,GG,102,0.99,4448.12,0.99,3659.04,UP
2026-03-31 07:41:43,GG,103,0.99,4448.12,0.99,3659.04,UP
2026-03-31 07:41:44,GG,104,0.99,4448.12,0.99,3547.34,UP
2026-03-31 07:41:46,GG,106,0.99,4448.12,0.99,3547.34,UP
2026-03-31 07:41:47,GG,107,0.99,4448.12,0.99,3547.34,UP
2026-03-31 07:41:48,GG,108,0.99,3963.12,0.99,3649.84,UP
2026-03-31 07:41:49,GG,109,0.99,3963.12,0.99,3681.04,UP
2026-03-31 07:41:51,GG,111,0.99,3963.12,0.99,3784.84,UP
2026-03-31 07:41:52,GG,112,0.99,3963.12,0.99,3397.79,UP
2026-03-31 07:41:53,GG,113,0.99,4456.45,0.99,3314.14,UP
2026-03-31 07:41:54,GG,114,0.99,4456.45,0.99,3490.04,UP
2026-03-31 07:41:56,GG,116,0.99,4584.9,0.99,3586.04,UP
2026-03-31 07:41:57,GG,117,0.99,4579.95,0.99,3389.02,UP
2026-03-31 07:41:58,GG,118,0.99,4579.95,0.99,3413.52,UP
2026-03-31 07:41:59,GG,119,0.99,4579.95,0.99,3317.52,UP
2026-03-31 07:42:01,GG,121,0.99,4579.95,0.99,3127.37,UP
2026-03-31 07:42:02,GG,122,0.99,4579.95,0.99,3122.52,UP
2026-03-31 07:42:03,GG,123,0.99,4579.95,0.99,3024.52,UP
2026-03-31 07:42:04,GG,124,0.99,4579.95,0.99,3024.52,UP
2026-03-31 07:42:06,GG,126,0.99,4584.9,0.99,3024.52,UP
2026-03-31 07:42:07,GG,127,0.99,4579.95,0.99,3024.52,UP
2026-03-31 07:42:08,GG,128,0.99,4579.95,0.99,3058.27,UP
2026-03-31 07:42:10,GG,130,0.99,4579.95,0.99,3034.02,UP
2026-03-31 07:42:11,GG,131,0.99,4579.95,0.99,3219.32,UP
2026-03-31 07:42:12,GG,132,0.99,4579.95,0.99,3165.42,UP
2026-03-31 07:42:13,GG,133,0.99,4094.95,0.99,3362.32,UP
2026-03-31 07:42:15,GG,135,0.99,4094.95,0.99,3362.37,UP
2026-03-31 07:42:16,GG,136,0.99,4094.95,0.99,3264.37,UP
2026-03-31 07:42:17,GG,137,0.99,4094.95,0.99,3269.32,UP
2026-03-31 07:42:18,GG,138,0.99,4589.45,0.99,3003.12,UP
2026-03-31 07:42:20,GG,140,0.99,4579.95,0.99,3191.43,UP
2026-03-31 07:42:21,GG,141,0.99,4579.95,0.99,2999.89,UP
2026-03-31 07:42:22,GG,142,0.99,4579.95,0.99,3527.31,UP
2026-03-31 07:42:23,GG,143,0.99,4579.95,0.99,3727.85,UP
2026-03-31 07:42:25,GG,145,0.99,4579.95,0.99,3482.14,UP
2026-03-31 07:42:26,GG,146,0.99,4579.95,0.99,3282.93,UP
2026-03-31 07:42:27,GG,147,0.99,4579.95,0.99,2887.46,UP
2026-03-31 07:42:28,GG,148,0.99,4579.95,0.99,3171.81,UP
2026-03-31 07:42:30,GG,150,0.99,4579.95,0.99,3164.82,UP
2026-03-31 07:42:31,GG,151,0.99,4555.7,0.99,2653.79,UP
2026-03-31 07:42:32,GG,152,0.99,4555.7,0.99,3019.66,UP
2026-03-31 07:42:33,GG,153,0.99,4555.7,0.99,2991.12,UP
2026-03-31 07:42:35,GG,155,0.99,4555.7,0.99,2830.03,UP
2026-03-31 07:42:36,GG,156,0.99,4555.7,0.99,2907.66,UP
2026-03-31 07:42:37,GG,157,0.99,4555.7,0.99,2747.95,UP
2026-03-31 07:42:38,GG,158,0.99,4555.7,0.99,2142.57,UP
2026-03-31 07:42:40,GG,160,0.99,4555.7,0.99,2005.35,UP
2026-03-31 07:42:41,GG,161,0.99,4555.7,0.99,2062.21,UP
2026-03-31 07:42:42,GG,162,0.99,4555.7,0.99,2339.17,UP
2026-03-31 07:42:44,GG,164,0.99,4555.7,0.99,2130.67,UP
2026-03-31 07:42:45,GG,165,0.99,4555.7,0.99,2127.35,UP
2026-03-31 07:42:46,GG,166,0.99,4555.7,0.99,2256.28,UP
2026-03-31 07:42:47,GG,167,0.99,4456.7,0.99,1874.06,UP
2026-03-31 07:42:49,GG,169,0.99,4432.2,0.99,1915.93,UP
2026-03-31 07:42:50,GG,170,0.99,4432.2,0.99,2030.78,UP
2026-03-31 07:42:51,GG,171,0.99,3947.2,0.99,2241.43,UP
2026-03-31 07:42:52,GG,172,0.99,3947.2,0.99,1952.75,UP
2026-03-31 07:42:54,GG,174,0.99,3947.2,0.99,2316.51,UP
2026-03-31 07:42:55,GG,175,0.99,3947.2,0.99,2558.19,UP
2026-03-31 07:42:56,GG,176,0.99,3947.2,0.99,2252.09,UP
2026-03-31 07:42:57,GG,177,0.99,3947.2,0.99,2230.72,UP
2026-03-31 07:42:59,GG,179,0.99,3947.2,0.99,1832.92,UP
2026-03-31 07:43:00,GG,180,0.99,3947.2,0.99,1402.95,UP
2026-03-31 07:43:01,GG,181,0.99,3947.2,0.99,1683.31,UP
2026-03-31 07:43:02,GG,182,0.99,3909.0,0.99,1223.06,UP
2026-03-31 07:43:04,GG,184,0.99,3909.0,0.99,841.4,UP
2026-03-31 07:43:05,GG,185,0.99,3909.0,0.99,945.19,UP
2026-03-31 07:43:06,GG,186,0.99,3909.0,0.99,907.57,UP
2026-03-31 07:43:08,GG,188,0.99,3909.0,0.99,1213.48,UP
2026-03-31 07:43:09,GG,189,0.99,3909.0,0.99,1064.98,UP
2026-03-31 07:43:10,GG,190,0.99,3909.0,0.99,552.91,UP
2026-03-31 07:43:11,GG,191,0.99,3909.0,0.99,740.02,UP
2026-03-31 07:43:13,GG,193,0.99,3909.0,0.99,485.42,UP
2026-03-31 07:43:14,GG,194,0.99,3909.0,0.99,485.42,UP
2026-03-31 07:43:15,GG,195,0.99,4394.0,0.99,220.35,UP
2026-03-31 07:43:16,GG,196,0.99,4394.0,0.99,101.55,UP
2026-03-31 07:43:18,GG,198,0.99,4394.0,0.99,101.55,UP
2026-03-31 07:43:19,GG,199,0.99,4394.0,0.99,101.55,UP
2026-03-31 07:43:20,GG,200,0.99,4394.0,0.99,297.73,UP
2026-03-31 07:43:21,GG,201,0.99,4394.0,0.99,410.85,UP
2026-03-31 07:43:23,GG,203,0.99,4394.0,0.99,499.95,UP
2026-03-31 07:43:24,GG,204,0.99,4394.0,0.99,475.73,UP
2026-03-31 07:43:25,GG,205,0.99,4394.0,0.99,475.73,UP
2026-03-31 07:43:26,GG,206,0.99,4394.0,0.99,466.73,UP
2026-03-31 07:43:28,GG,208,0.99,4394.0,0.0,0,UP
2026-03-31 07:43:29,GG,209,0.99,4394.0,0.0,0,UP
2026-03-31 07:43:30,GG,210,0.99,4426.33,0.0,0,UP
2026-03-31 07:43:32,GG,212,0.99,3941.33,0.0,0,UP
2026-03-31 07:43:33,GG,213,0.99,3941.33,0.99,10.89,UP
2026-03-31 07:43:34,GG,214,0.99,3941.33,0.99,214.26,UP
2026-03-31 07:43:35,GG,215,0.99,3941.33,0.0,0,UP
2026-03-31 07:43:37,GG,217,0.99,3941.33,0.0,0,UP
2026-03-31 07:43:38,GG,218,0.99,3941.33,0.0,0,UP
2026-03-31 07:43:39,GG,219,0.99,3941.33,0.0,0,UP
2026-03-31 07:43:40,GG,220,0.99,3941.33,0.0,0,UP
2026-03-31 07:43:42,GG,222,0.99,3941.33,0.0,0,UP
2026-03-31 07:43:43,GG,223,0.99,3941.33,0.0,0,UP
2026-03-31 07:43:44,GG,224,0.99,3941.33,0.999,1162.34,UP
2026-03-31 07:43:45,GG,225,0.99,3941.33,0.999,1247.13,UP
2026-03-31 07:43:47,GG,227,0.999,6416.0,0.999,3994.38,UP
2026-03-31 07:43:48,GG,228,0.999,6325.17,0.999,5027.35,UP
2026-03-31 07:43:49,GG,229,0.999,6321.24,0.999,5735.52,UP
2026-03-31 07:43:50,GG,230,0.999,6321.24,0.999,5740.5,UP
2026-03-31 07:43:52,GG,232,0.999,6321.24,0.999,5751.12,UP
2026-03-31 07:43:53,GG,233,0.999,6321.24,0.999,5745.03,UP
2026-03-31 07:43:54,GG,234,0.999,6341.22,0.999,5755.02,UP
2026-03-31 07:43:56,GG,236,0.999,6341.22,0.999,5661.21,UP
2026-03-31 07:43:57,GG,237,0.999,6351.21,0.999,5671.2,UP
2026-03-31 07:43:58,GG,238,0.999,6351.21,0.999,5671.25,UP
2026-03-31 07:43:59,GG,239,0.999,6351.21,0.999,5661.25,UP
