timestamp_utc,timestamp_et,sequence_type,seconds_elapsed,yes_best_bid,yes_best_ask,yes_spread,yes_bid_liq,yes_ask_liq,no_best_bid,no_best_ask,no_spread,no_bid_liq,no_ask_liq,last_trade_price,last_trade_side,candle_outcome
2026-03-29 07:42:09,2026-03-29 03:42:09,RR,128,0.01,0.99,0.98,101.5,8532.17,0.01,0.99,0.98,119.68,8567.71,0.04,BUY,DOWN
2026-03-29 07:42:11,2026-03-29 03:42:11,RR,130,0.01,0.99,0.98,104.9,8532.17,0.01,0.99,0.98,119.68,8741.25,0.04,BUY,DOWN
2026-03-29 07:42:13,2026-03-29 03:42:13,RR,132,0.01,0.99,0.98,102.56,8532.17,0.01,0.99,0.98,119.68,8616.94,0.02,SELL,DOWN
2026-03-29 07:42:14,2026-03-29 03:42:14,RR,133,0.01,0.99,0.98,100.36,8532.17,0.01,0.99,0.98,119.68,8620.06,0.02,SELL,DOWN
2026-03-29 07:42:16,2026-03-29 03:42:16,RR,135,0.01,0.99,0.98,97.36,8532.17,0.01,0.99,0.98,119.68,8527.63,0.02,SELL,DOWN
2026-03-29 07:42:18,2026-03-29 03:42:18,RR,137,0.01,0.99,0.98,97.36,8532.17,0.01,0.99,0.98,119.68,8527.63,0.02,SELL,DOWN
2026-03-29 07:42:19,2026-03-29 03:42:19,RR,138,0.01,0.99,0.98,95.0,8532.17,0.01,0.99,0.98,119.68,8411.91,0.02,SELL,DOWN
2026-03-29 07:42:21,2026-03-29 03:42:21,RR,140,0.01,0.99,0.98,95.0,8532.17,0.01,0.99,0.98,119.68,8412.76,0.02,SELL,DOWN
2026-03-29 07:42:22,2026-03-29 03:42:22,RR,141,0.01,0.99,0.98,94.84,8532.17,0.01,0.99,0.98,119.68,8448.98,0.02,SELL,DOWN
2026-03-29 07:42:24,2026-03-29 03:42:24,RR,143,0.01,0.99,0.98,92.03,8532.17,0.01,0.99,0.98,119.68,8311.63,0.03,BUY,DOWN
2026-03-29 07:42:26,2026-03-29 03:42:26,RR,145,0.01,0.99,0.98,92.03,8532.17,0.01,0.99,0.98,119.73,8171.74,0.03,BUY,DOWN
2026-03-29 07:42:27,2026-03-29 03:42:27,RR,146,0.01,0.99,0.98,76.54,8630.17,0.01,0.99,0.98,121.68,7577.31,0.03,BUY,DOWN
2026-03-29 07:42:29,2026-03-29 03:42:29,RR,148,0.01,0.99,0.98,76.94,8668.17,0.01,0.99,0.98,123.68,7616.9,0.03,BUY,DOWN
2026-03-29 07:42:31,2026-03-29 03:42:31,RR,150,0.01,0.99,0.98,68.63,8603.82,0.01,0.99,0.98,122.98,6773.16,0.03,BUY,DOWN
2026-03-29 07:42:32,2026-03-29 03:42:32,RR,151,0.01,0.99,0.98,70.42,8598.87,0.01,0.99,0.98,122.98,6971.16,0.03,BUY,DOWN
2026-03-29 07:42:34,2026-03-29 03:42:34,RR,153,0.01,0.99,0.98,69.2,8608.77,0.01,0.99,0.98,123.08,6851.08,0.02,BUY,DOWN
2026-03-29 07:42:35,2026-03-29 03:42:35,RR,154,0.01,0.99,0.98,69.2,8608.77,0.01,0.99,0.98,123.08,6851.08,0.02,BUY,DOWN
2026-03-29 07:42:37,2026-03-29 03:42:37,RR,156,0.01,0.99,0.98,69.19,8608.77,0.01,0.99,0.98,123.08,6850.07,0.02,BUY,DOWN
2026-03-29 07:42:39,2026-03-29 03:42:39,RR,158,0.01,0.99,0.98,68.18,8608.77,0.01,0.99,0.98,123.08,6750.06,0.02,BUY,DOWN
2026-03-29 07:42:40,2026-03-29 03:42:40,RR,159,0.01,0.99,0.98,68.18,8608.77,0.01,0.99,0.98,123.08,6750.06,0.02,BUY,DOWN
2026-03-29 07:42:42,2026-03-29 03:42:42,RR,161,0.01,0.99,0.98,68.28,8608.77,0.01,0.99,0.98,123.08,6759.96,0.02,BUY,DOWN
2026-03-29 07:42:44,2026-03-29 03:42:44,RR,163,0.01,0.99,0.98,68.23,8608.77,0.01,0.99,0.98,123.08,6755.01,0.02,BUY,DOWN
2026-03-29 07:42:45,2026-03-29 03:42:45,RR,164,0.01,0.99,0.98,72.25,8608.77,0.01,0.99,0.98,123.08,7133.07,0.02,BUY,DOWN
2026-03-29 07:42:47,2026-03-29 03:42:47,RR,166,0.01,0.99,0.98,71.05,8608.77,0.01,0.99,0.98,123.08,5843.96,0.02,BUY,DOWN
2026-03-29 07:42:48,2026-03-29 03:42:48,RR,167,0.01,0.99,0.98,38.87,8608.77,0.01,0.99,0.98,123.08,3848.1,0.02,BUY,DOWN
2026-03-29 07:42:50,2026-03-29 03:42:50,RR,169,0.01,0.99,0.98,38.77,8608.77,0.01,0.99,0.98,123.08,3838.2,0.02,BUY,DOWN
2026-03-29 07:42:52,2026-03-29 03:42:52,RR,171,0.01,0.99,0.98,38.75,8608.77,0.01,0.99,0.98,123.08,3836.19,0.02,BUY,DOWN
2026-03-29 07:42:53,2026-03-29 03:42:53,RR,172,0.01,0.99,0.98,37.75,8608.77,0.01,0.99,0.98,123.08,3737.19,0.02,BUY,DOWN
2026-03-29 07:42:55,2026-03-29 03:42:55,RR,174,0.01,0.99,0.98,37.7,8608.77,0.01,0.99,0.98,123.08,3732.14,0.02,BUY,DOWN
2026-03-29 07:42:56,2026-03-29 03:42:56,RR,175,0.01,0.99,0.98,40.09,8608.77,0.01,0.99,0.98,123.08,3968.48,0.02,BUY,DOWN
2026-03-29 07:42:58,2026-03-29 03:42:58,RR,177,0.01,0.99,0.98,40.09,8608.77,0.01,0.99,0.98,123.08,3968.48,0.02,BUY,DOWN
2026-03-29 07:43:00,2026-03-29 03:43:00,RR,179,0.01,0.99,0.98,15.68,8608.77,0.01,0.99,0.98,123.08,1473.06,0.02,BUY,DOWN
2026-03-29 07:43:01,2026-03-29 03:43:01,RR,180,0.01,0.99,0.98,11.83,8608.77,0.01,0.99,0.98,123.08,1170.8,0.02,BUY,DOWN
2026-03-29 07:43:03,2026-03-29 03:43:03,RR,182,0.01,0.99,0.98,10.33,8608.77,0.01,0.99,0.98,123.08,1022.3,0.02,BUY,DOWN
