timestamp_et,sequence_type,seconds_elapsed,up_bid,up_ask,up_bid_liq,up_ask_liq,up_last,down_bid,down_ask,down_bid_liq,down_ask_liq,down_last,candle_outcome
2026-04-02 04:10:03,RR,3,0.001,0.999,112.0,9712.36,0.995,0.001,0.999,10.45,16252.0,0.01,PENDING
2026-04-02 04:10:04,RR,4,0.001,0.999,111.5,9748.57,0.995,0.001,0.999,10.93,16178.0,0.01,PENDING
2026-04-02 04:10:06,RR,6,0.001,0.999,111.0,10248.07,0.995,0.001,0.999,11.27,16178.0,0.01,PENDING
2026-04-02 04:10:08,RR,8,0.001,0.999,111.0,11216.93,0.995,0.001,0.999,10.56,16178.0,0.002,PENDING
2026-04-02 04:10:10,RR,10,0.001,0.999,111.0,10420.08,0.995,0.001,0.999,10.9,16178.0,0.002,PENDING
2026-04-02 04:10:11,RR,11,0.001,0.999,111.0,10549.74,0.997,0.001,0.999,11.15,16178.0,0.002,PENDING
2026-04-02 04:10:13,RR,13,0.001,0.999,111.0,11135.92,0.997,0.001,0.999,12.29,16178.0,0.002,PENDING
2026-04-02 04:10:15,RR,15,0.001,0.999,111.0,11135.92,0.997,0.001,0.999,12.29,16178.0,0.008,PENDING
2026-04-02 04:10:17,RR,17,0.001,0.999,111.03,11135.92,0.997,0.001,0.999,12.29,16209.95,0.008,PENDING
2026-04-02 04:10:18,RR,18,0.001,0.999,6.62,10027.15,0.997,0.001,0.999,11.15,6503.38,0.004,PENDING
2026-04-02 04:10:20,RR,20,0.001,0.999,6.62,11126.05,0.997,0.001,0.999,12.25,6503.38,0.004,PENDING
2026-04-02 04:10:22,RR,22,0.001,0.999,6.63,11126.05,0.997,0.001,0.999,12.39,6513.37,0.004,PENDING
2026-04-02 04:10:24,RR,24,0.001,0.999,6.63,11170.59,0.997,0.001,0.999,12.39,6513.37,0.006,PENDING
2026-04-02 04:10:25,RR,25,0.001,0.999,6.63,11210.51,0.997,0.001,0.999,12.47,6513.37,0.006,PENDING
2026-04-02 04:10:27,RR,27,0.001,0.999,6.63,11210.51,0.997,0.001,0.999,12.47,6513.37,0.006,PENDING
2026-04-02 04:10:29,RR,29,0.001,0.999,6.63,11178.01,0.997,0.001,0.999,12.37,6513.37,0.006,PENDING
