timestamp_et,sequence_type,seconds_elapsed,up_bid,up_ask,up_bid_liq,up_ask_liq,up_last,down_bid,down_ask,down_bid_liq,down_ask_liq,down_last,candle_outcome
2026-04-02 08:55:02,RR,2,0.01,0.99,147.58,13079.89,0.94,0.01,0.99,208.46,10657.97,0.06,DOWN
2026-04-02 08:55:04,RR,4,0.01,0.99,147.58,12831.54,0.95,0.01,0.99,205.1,10657.97,0.06,DOWN
2026-04-02 08:55:06,RR,6,0.01,0.99,147.58,13027.93,0.95,0.01,0.99,199.91,10657.97,0.07,DOWN
2026-04-02 08:55:08,RR,8,0.01,0.99,147.58,13303.88,0.94,0.01,0.99,258.39,10657.97,0.07,DOWN
2026-04-02 08:55:09,RR,9,0.01,0.99,147.1,14067.67,0.94,0.01,0.99,257.75,10638.54,0.07,DOWN
2026-04-02 08:55:11,RR,11,0.01,0.99,147.1,14014.46,0.94,0.01,0.99,270.18,10638.54,0.06,DOWN
2026-04-02 08:55:13,RR,13,0.01,0.99,147.1,14160.32,0.95,0.01,0.99,268.46,10638.54,0.06,DOWN
2026-04-02 08:55:15,RR,15,0.01,0.99,147.1,13634.24,0.95,0.01,0.99,245.14,10589.04,0.06,DOWN
2026-04-02 08:55:16,RR,16,0.01,0.99,146.1,13607.93,0.95,0.01,0.99,231.03,10564.54,0.06,DOWN
2026-04-02 08:55:18,RR,18,0.01,0.99,146.1,13533.25,0.95,0.01,0.99,228.27,10564.54,0.06,DOWN
2026-04-02 08:55:20,RR,20,0.01,0.99,146.1,13402.37,0.95,0.01,0.99,223.37,10564.54,0.06,DOWN
2026-04-02 08:55:22,RR,22,0.01,0.99,126.1,11532.06,0.95,0.01,0.99,207.08,8584.54,0.06,DOWN
2026-04-02 08:55:23,RR,23,0.01,0.99,126.1,11681.5,0.95,0.01,0.99,210.45,8584.54,0.06,DOWN
2026-04-02 08:55:25,RR,25,0.01,0.99,126.1,11639.31,0.95,0.01,0.99,207.97,8584.54,0.06,DOWN
2026-04-02 08:55:27,RR,27,0.01,0.99,126.1,11614.9,0.95,0.01,0.99,202.64,8584.54,0.06,DOWN
2026-04-02 08:55:29,RR,29,0.01,0.99,126.1,11571.1,0.94,0.01,0.99,202.58,8584.54,0.06,DOWN
2026-04-02 08:55:30,RR,30,0.01,0.99,126.1,6425.46,0.95,0.01,0.99,139.53,8422.55,0.06,DOWN
2026-04-02 08:55:32,RR,32,0.01,0.99,121.09,5869.58,0.96,0.01,0.99,126.17,8422.55,0.05,DOWN
2026-04-02 08:55:34,RR,34,0.01,0.99,121.09,5914.65,0.96,0.01,0.99,116.4,8422.55,0.05,DOWN
2026-04-02 08:55:36,RR,36,0.01,0.99,120.89,5684.86,0.96,0.01,0.99,101.69,8417.75,0.05,DOWN
2026-04-02 08:55:37,RR,37,0.01,0.99,120.69,5226.69,0.97,0.01,0.99,83.72,8412.95,0.04,DOWN
2026-04-02 08:55:39,RR,39,0.01,0.99,120.69,5496.83,0.97,0.01,0.99,88.68,8412.95,0.04,DOWN
