timestamp_et,sequence_type,seconds_elapsed,up_bid,up_ask,up_bid_liq,up_ask_liq,up_last,down_bid,down_ask,down_bid_liq,down_ask_liq,down_last,candle_outcome
2026-04-02 03:40:02,GG,2,0.01,0.99,3.29,9578.14,0.01,0.01,0.99,138.62,340.65,0.99,PENDING
2026-04-02 03:40:04,GG,4,0.01,0.99,2.68,9578.14,0.01,0.01,0.99,138.62,260.65,0.99,PENDING
2026-04-02 03:40:06,GG,6,0.01,0.99,4.03,9578.14,0.02,0.01,0.99,138.12,516.66,0.99,PENDING
2026-04-02 03:40:07,GG,7,0.01,0.99,6.43,9504.14,0.02,0.01,0.99,137.62,790.77,0.99,PENDING
2026-04-02 03:40:09,GG,9,0.01,0.99,5.27,9504.14,0.02,0.01,0.99,137.62,521.49,0.99,PENDING
2026-04-02 03:40:11,GG,11,0.01,0.99,12.99,9504.14,0.02,0.01,0.99,137.62,1277.85,0.99,PENDING
2026-04-02 03:40:13,GG,13,0.01,0.99,14.31,9504.14,0.02,0.01,0.99,137.62,1416.45,0.99,PENDING
2026-04-02 03:40:14,GG,14,0.01,0.99,13.8,9504.14,0.02,0.01,0.99,137.62,1365.85,0.99,PENDING
2026-04-02 03:40:16,GG,16,0.01,0.99,13.36,9504.14,0.02,0.01,0.99,137.62,1322.52,0.99,PENDING
2026-04-02 03:40:18,GG,18,0.01,0.99,13.32,9504.14,0.02,0.01,0.99,137.62,1312.63,0.99,PENDING
2026-04-02 03:40:20,GG,20,0.01,0.99,13.07,8514.14,0.02,0.01,0.99,127.62,1288.69,0.99,PENDING
2026-04-02 03:40:22,GG,22,0.01,0.99,12.06,8514.14,0.01,0.01,0.99,127.62,1190.42,0.99,PENDING
2026-04-02 03:40:23,GG,23,0.01,0.99,13.02,8514.14,0.02,0.01,0.99,127.62,1289.42,0.98,PENDING
2026-04-02 03:40:25,GG,25,0.01,0.99,12.97,8514.14,0.02,0.01,0.99,127.62,1284.47,0.99,PENDING
2026-04-02 03:40:27,GG,27,0.01,0.99,13.02,8514.14,0.02,0.01,0.99,127.62,1289.42,0.99,PENDING
2026-04-02 03:40:29,GG,29,0.01,0.99,12.97,8514.14,0.02,0.01,0.99,127.62,1284.47,0.99,PENDING
2026-04-02 03:40:30,GG,30,0.01,0.99,12.57,8514.14,0.02,0.01,0.99,137.61,1207.33,0.99,PENDING
2026-04-02 03:40:32,GG,32,0.01,0.99,13.24,8837.15,0.02,0.01,0.99,137.61,1311.23,0.99,PENDING
2026-04-02 03:40:34,GG,34,0.01,0.99,13.24,8837.15,0.02,0.01,0.99,137.61,1311.23,0.99,PENDING
2026-04-02 03:40:35,GG,35,0.01,0.99,13.24,8837.15,0.02,0.01,0.99,137.61,1311.23,0.99,PENDING
2026-04-02 03:40:37,GG,37,0.01,0.99,13.04,8837.15,0.02,0.01,0.99,137.61,1223.09,0.99,PENDING
2026-04-02 03:40:39,GG,39,0.01,0.99,9.77,8837.15,0.02,0.01,0.99,137.61,966.92,0.99,PENDING
2026-04-02 03:40:41,GG,41,0.01,0.99,3.6,8837.15,0.02,0.01,0.99,137.61,351.27,0.98,PENDING
2026-04-02 03:40:42,GG,42,0.01,0.99,3.55,8837.15,0.02,0.01,0.99,137.61,252.27,0.99,PENDING
2026-04-02 03:40:44,GG,44,0.01,0.99,1.47,8837.15,0.02,0.01,0.99,137.61,139.41,0.99,PENDING
2026-04-02 03:40:46,GG,46,0.0,0.99,0,8837.15,0.02,0.01,0.0,137.61,0,0.99,PENDING
2026-04-02 03:40:48,GG,48,0.0,0.99,0,9134.15,0.02,0.01,0.0,140.61,0,0.99,PENDING
2026-04-02 03:40:49,GG,49,0.0,0.99,0,9134.15,0.02,0.01,0.0,140.61,0,0.99,PENDING
