timestamp_et,sequence_type,seconds_elapsed,up_ask,up_liq_$,down_ask,down_liq_$,candle_outcome
2026-03-31 08:55:02,RR,2,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:03,RR,3,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:05,RR,5,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:06,RR,6,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:07,RR,7,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:08,RR,8,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:10,RR,10,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:11,RR,11,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:12,RR,12,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:13,RR,13,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:15,RR,15,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:16,RR,16,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:17,RR,17,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:19,RR,19,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:20,RR,20,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:21,RR,21,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:22,RR,22,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:24,RR,24,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:25,RR,25,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:26,RR,26,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:27,RR,27,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:29,RR,29,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:30,RR,30,0.0,0,0.99,6843.56,PENDING
2026-03-31 08:55:31,RR,31,0.0,0,0.99,5349.53,PENDING
2026-03-31 08:55:32,RR,32,0.0,0,0.99,5339.73,PENDING
2026-03-31 08:55:34,RR,34,0.0,0,0.99,5339.73,PENDING
2026-03-31 08:55:35,RR,35,0.0,0,0.99,5339.73,PENDING
2026-03-31 08:55:36,RR,36,0.0,0,0.99,5339.73,PENDING
2026-03-31 08:55:38,RR,38,0.0,0,0.99,5339.73,PENDING
2026-03-31 08:55:39,RR,39,0.0,0,0.99,5339.73,PENDING
2026-03-31 08:55:40,RR,40,0.0,0,0.99,5339.73,PENDING
2026-03-31 08:55:41,RR,41,0.0,0,0.99,5339.73,PENDING
